Wort,Count,Lemma,Pos,Number,Case,Gender,VerbForm,Person,Mood,Tense,Degree,PronType,Foreign,Poss,Definite,Reflex
iss,1,iss,X,,,,,,,,,,Yes,,,
kauderwelsch,1,kauderwelsch,ADV,,,,,,,,Pos,,,,,
motorfahrrad,1,Motorfahrrad,PROPN,Sing,Nom,Neut,,,,,,,,,,
zusammenzubauen,1,zusammenzubauen,VERB,,,,Inf,,,,,,,,,
vernichtet,1,vernichten,VERB,,,,Part,,,,,,,,,
vergebung,1,Vergebung,NOUN,Sing,Nom,Fem,,,,,,,,,,
rufe,1,rufen,NOUN,Plur,Nom,Masc,,,,,,,,,,
sammlung,1,Sammlung,NOUN,Sing,Nom,Fem,,,,,,,,,,
brillante,1,brillanen,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
translator,1,Translator,NOUN,Sing,Nom,Masc,,,,,,,,,,
hilferufe,1,hilferufe,NOUN,Plur,Nom,Masc,,,,,,,,,,
toten,1,toten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
zerbrecht,1,Zerbrecht,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
zueinander,1,Zueinander,NOUN,Sing,Nom,Masc,,,,,,,,,,
rechter,1,Rechter,NOUN,,Nom,Neut,,,,,,,,,,
inch,1,inch,ADV,,,,,,,,,,,,,
linker,1,Linker,PROPN,Sing,Nom,Masc,,,,,,,,,,
tanzen,1,tanzen,VERB,,,,Inf,,,,,,,,,
patchwork,1,patchwork,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
wurdet,1,wurden,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
geflickt,1,flicken,VERB,,,,Part,,,,,,,,,
bezweifle,1,Bezweifle,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
regenschirm,1,Regenschirm,NOUN,Sing,Nom,Masc,,,,,,,,,,
strammer,1,Strammer,PROPN,Sing,Nom,Masc,,,,,,,,,,
riesiger,1,Riesiger,PROPN,Sing,Nom,Masc,,,,,,,,,,
gabt,1,gabt,VERB,,,,Part,,,,,,,,,
nahmt,1,nahmt,ADV,,,,,,,,Pos,,,,,
klug,1,klug,ADV,,,,,,,,Pos,,,,,
schall,1,Schall,NOUN,Sing,Nom,Masc,,,,,,,,,,
harmlose,1,harmlos,ADJ,Plur,Nom,Fem,,,,,Pos,,,,,
belogen,1,belügen,VERB,,,,Part,,,,,,,,,
musstet,1,mussten,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
kennst,1,Kennst,VERB,Sing,,,Fin,2,Ind,Pres,,,,,,
reingesteckt,1,reingestecken,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
steckten,1,stecken,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
and,1,--,PROPN,,,,,,,,,,,,,
relative,1,relativ,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
bissige,1,bissig,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
typ,1,Typ,NOUN,Sing,Nom,Masc,,,,,,,,,,
museums,1,Museums,NOUN,Sing,Nom,Fem,,,,,,,,,,
geliehen,1,geliehen,VERB,,,,Part,,,,,,,,,
impliziert,1,implizieren,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
entnommenen,1,entnommen,ADJ,Plur,Nom,Neut,,,,,Pos,,,,,
gegenstand,1,Gegenstand,NOUN,Sing,Nom,Masc,,,,,,,,,,
konversation,1,Konversation,NOUN,Sing,Nom,Fem,,,,,,,,,,
lebendige,1,lebendig,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
stopfen,1,stopfen,VERB,,,,Inf,,,,,,,,,
gekocht,1,kochen,VERB,,,,Part,,,,,,,,,
fertigessen,1,fertigessen,NOUN,Plur,Nom,Masc,,,,,,,,,,
sprengen,1,sprengen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
lebend,1,lebend,ADV,,,,,,,,Pos,,,,,
verbliebenen,1,verblieben,VERB,,,,Inf,,,,,,,,,
artron,1,Artron,PROPN,Sing,Nom,Neut,,,,,,,,,,
hineingeschickt,1,hineingeschicken,VERB,,,,Part,,,,,,,,,
entriegelt,1,entriegeln,VERB,,,,Part,,,,,,,,,
wenigstens,1,wenigstens,ADV,,,,,,,,,,,,,
halben,1,halb,NOUN,Plur,Nom,Fem,,,,,,,,,,
zusammenhalten,1,zusammenhalen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
abzutreten,1,abzutret,VERB,,,,Inf,,,,,,,,,
aufgebrochen,1,aufbrechen,VERB,,,,Part,,,,,,,,,
ausdenken,1,ausdenken,VERB,,,,Inf,,,,,,,,,
dorthin,1,dorthin,ADV,,,,,,,,,,,,,
landete,1,landen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
auah,1,Auah,NOUN,Sing,Nom,Fem,,,,,,,,,,
grob,1,grob,ADV,,,,,,,,Pos,,,,,
stirbst,1,stirbst,ADV,,,,,,,,,,,,,
fleischlichen,1,fleischlichen,VERB,,,,Inf,,,,,,,,,
hochjagen,1,hochjagen,NOUN,Plur,Nom,Fem,,,,,,,,,,
orangene,1,orangener,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
konzentriere,1,konzentrieren,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
wahnsinniger,1,Wahnsinniger,ADV,,,,,,,,Cmp,,,,,
dummen,1,dummen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
friedhof,1,Friedhof,NOUN,Sing,Nom,Masc,,,,,,,,,,
fragt,1,fragen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
heimat,1,Heimat,NOUN,Sing,Nom,Fem,,,,,,,,,,
beantwortet,1,beantworten,VERB,,,,Part,,,,,,,,,
sportlehrer,1,Sportlehrer,NOUN,Sing,Nom,Masc,,,,,,,,,,
unterhalten,1,unterhalten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
unterhaltet,1,unterhaltet,ADV,,,,,,,,Pos,,,,,
tal,1,tal,NOUN,Sing,Nom,Neut,,,,,,,,,,
halbgegessener,1,halbgegessener,ADV,,,,,,,,Cmp,,,,,
verzehrt,1,verzehren,VERB,,,,Part,,,,,,,,,
leichname,1,Leichname,X,,,,,,,,,,Yes,,,
schauen,1,schauen,VERB,,,,Inf,,,,,,,,,
dachtest,1,dachtest,PROPN,Sing,Nom,Neut,,,,,,,,,,
funktionierende,1,Funktionierend,NOUN,Plur,Nom,Masc,,,,,,,,,,
zerbrochenen,1,zerbrochenen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
modellen,1,modell,VERB,,,,Inf,,,,,,,,,
fertigen,1,fertigen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
herlauft,1,herlaufen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
anti,1,Anti,PROPN,Sing,Nom,,,,,,,,,,,
ausgeschaltet,1,ausschalten,VERB,,,,Part,,,,,,,,,
rohr,1,Rohr,PROPN,Sing,Nom,Masc,,,,,,,,,,
tachyon,1,Tachyon,NOUN,Sing,Nom,Masc,,,,,,,,,,
diverter,1,diverter,ADV,,,,,,,,,,,,,
zusammengesetzt,1,zusammengesetzen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
liest,1,lesen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
lese,1,les,NOUN,Sing,Nom,Fem,,,,,,,,,,
schild,1,Schild,NOUN,Sing,Nom,Neut,,,,,,,,,,
kindisch,1,kindisch,ADV,,,,,,,,Pos,,,,,
vorkommt,1,vorkommen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
redend,1,redend,ADV,,,,,,,,Pos,,,,,
innerhalb,1,innerhalb,ADP,,,,,,,,,,,,,
konstruiert,1,konstruieren,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
existiere,1,existiern,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
streuner,1,Streuner,ADV,,,,,,,,Cmp,,,,,
versagt,1,versagen,VERB,,,,Part,,,,,,,,,
fertigstellen,1,fertigstell,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
absoluten,1,absoluten,VERB,,,,Inf,,,,,,,,,
nullpunkt,1,Nullpunkt,NOUN,Sing,Acc,Masc,,,,,,,,,,
relativ,1,relativ,ADV,,,,,,,,Pos,,,,,
ging,1,gehen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
zeitverteiler,1,zeitverteile,PROPN,Sing,Nom,Fem,,,,,,,,,,
installieren,1,installieren,VERB,,,,Inf,,,,,,,,,
druckturbine,1,druckturbine,NOUN,Sing,Nom,Fem,,,,,,,,,,
retroscope,1,Retroscope,PROPN,,,,,,,,,,,,,
dingsbums,1,Dingsbums,PROPN,Sing,Nom,Fem,,,,,,,,,,
stahl,1,Stahl,PROPN,Sing,Nom,,,,,,,,,,,
rannte,1,rennen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
perfekt,1,perfekt,ADV,,,,,,,,Pos,,,,,
schiefgehen,1,schiefgeh,VERB,,,,Inf,,,,,,,,,
wartete,1,warten,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
leite,1,leiten,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
ladung,1,Ladung,NOUN,Sing,Nom,Fem,,,,,,,,,,
springt,1,springen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
senden,1,senden,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
telepathie,1,Telepathie,NOUN,Sing,Nom,Fem,,,,,,,,,,
schaltkreise,1,schaltkreisen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
exemplar,1,Exemplar,NOUN,Sing,Nom,Masc,,,,,,,,,,
sorge,1,Sorge,NOUN,Sing,Nom,Fem,,,,,,,,,,
route,1,Route,NOUN,Sing,Nom,Fem,,,,,,,,,,
lila,1,Lila,PROPN,Sing,Nom,Masc,,,,,,,,,,
schieber,1,Schieber,NOUN,Sing,Nom,Masc,,,,,,,,,,
bedienfeld,1,Bedienfeld,NOUN,Sing,Nom,Neut,,,,,,,,,,
eindringen,1,eindringen,VERB,,,,Inf,,,,,,,,,
sende,1,send,ADJ,Plur,Nom,Masc,,,,,Pos,,,,,
abstellen,1,abstellen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
schickte,1,schicken,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
umgebaut,1,umbauen,VERB,,,,Part,,,,,,,,,
archiviere,1,archivi,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
momentan,1,momentan,ADV,,,,,,,,Pos,,,,,
desktop,1,Desktop,PROPN,Sing,Nom,Masc,,,,,,,,,,
dutzend,1,Dutzend,NOUN,Sing,Nom,Neut,,,,,,,,,,
archivieren,1,archivieren,VERB,,,,Inf,,,,,,,,,
zustande,1,zustande,ADV,,,,,,,,,,,,,
strecke,1,strecken,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
schaffst,1,Schaffst,PROPN,Sing,Nom,,,,,,,,,,,
teilchen,1,teilch,VERB,,,,Inf,,,,,,,,,
neffe,1,neffen,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
hierhin,1,Hierhin,ADV,,,,,,,,,,,,,
schnittstelle,1,schnittstellen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
telepathisch,1,telepathisch,ADV,,,,,,,,Pos,,,,,
internen,1,intern,VERB,,,,Inf,,,,,,,,,
hoffte,1,hoffen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
diener,1,dien,ADV,,,,,,,,Cmp,,,,,
atomisiert,1,atomisiert,VERB,,,,Part,,,,,,,,,
durchhalten,1,durchhalen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
einbruch,1,Einbruch,NOUN,Sing,Nom,Masc,,,,,,,,,,
umgebungsbereich,1,umgebungsbereich,ADV,,,,,,,,Pos,,,,,
materialisiert,1,materialisieren,VERB,,,,Part,,,,,,,,,
aha,1,aha,X,,,,,,,,,,Yes,,,
verteilt,1,verteilen,VERB,,,,Part,,,,,,,,,
liebenswertes,1,liebenswertes,ADJ,Sing,Nom,Neut,,,,,Sup,,,,,
unerwartetes,1,unerwartetes,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
saugen,1,saugen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
zuschauen,1,zuschauen,VERB,,,,Inf,,,,,,,,,
maschinen,1,Maschine,NOUN,Plur,Nom,Fem,,,,,,,,,,
versprich,1,versprich,ADV,,,,,,,,Pos,,,,,
bittet,1,bitten,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
gefiel,1,gefallen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
nanntest,1,nanntest,ADV,,,,,,,,Pos,,,,,
schub,1,Schub,NOUN,Sing,Nom,Masc,,,,,,,,,,
durchzukommen,1,durchkommen,VERB,,,,Inf,,,,,,,,,
aktiviere,1,aktiviern,ADJ,Sing,Nom,Fem,,,,,Cmp,,,,,
sub,1,sub,PROPN,Sing,Nom,Neut,,,,,,,,,,
routine,1,routin,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
sigma,1,Sigma,NOUN,Sing,Nom,Neut,,,,,,,,,,
zudem,1,zudem,ADV,,,,,,,,,,,,,
ungeziefer,1,ungeziefer,ADV,,,,,,,,Cmp,,,,,
loswerden,1,loswerden,VERB,,,,Inf,,,,,,,,,
hilfreich,1,hilfreich,ADV,,,,,,,,Pos,,,,,
festverdrahtetes,1,festverdrahtetes,ADJ,Sing,Nom,Neut,,,,,Sup,,,,,
sicherungssystem,1,Sicherungssystem,NOUN,Sing,Nom,Neut,,,,,,,,,,
transferiert,1,transferieren,VERB,,,,Part,,,,,,,,,
fahrt,1,fahren,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
mannigfaltig,1,mannigfaltig,ADV,,,,,,,,Pos,,,,,
einfallsreich,1,einfallsreich,ADV,,,,,,,,Pos,,,,,
erlaube,1,erlauben,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
gratulieren,1,gratulieren,VERB,,,,Inf,,,,,,,,,
gegner,1,Gegner,NOUN,Sing,Nom,Masc,,,,,,,,,,
liebenswerten,1,liebenswerten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
besiegt,1,besiegen,VERB,,,,Part,,,,,,,,,
geringsten,1,gering,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
lebendes,1,lebender,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
gesteckt,1,stecken,VERB,,,,Part,,,,,,,,,
sodass,1,sodass,ADV,,,,,,,,,,,,,
entfernung,1,Entfernung,NOUN,Sing,Nom,Fem,,,,,,,,,,
kontrollraums,1,Kontrollraum,NOUN,Sing,Gen,Neut,,,,,,,,,,
ausbrennt,1,ausbrennt,VERB,,,,Part,,,,,,,,,
fleischlicher,1,fleischlich,ADV,,,,,,,,Cmp,,,,,
schau,1,Schau,NOUN,Sing,Nom,Fem,,,,,,,,,,
nachtrauern,1,Nachtrauer,NOUN,Plur,Dat,Masc,,,,,,,,,,
loslegt,1,loslegen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
gesucht,1,suchen,VERB,,,,Part,,,,,,,,,
kompliziertes,1,kompliziert,ADJ,Sing,Nom,Neut,,,,,Sup,,,,,
kennenzulernen,1,kennenzulernen,VERB,,,,Inf,,,,,,,,,
ziehe,1,ziehen,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
firewall,1,Firewall,NOUN,Sing,Nom,Masc,,,,,,,,,,
herausfanden,1,herausfand,VERB,,,,Inf,,,,,,,,,
elften,1,elfter,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
faltet,1,falten,VERB,,,,Part,,,,,,,,,
mechanisches,1,mechanisch,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
bedeutete,1,bedeuten,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
heran,1,Heran,ADV,,,,,,,,,,,,,
heranlassen,1,heranlassen,VERB,,,,Inf,,,,,,,,,
anfreunden,1,anfreunden,VERB,,,,Inf,,,,,,,,,
schlafzimmer,1,Schlafzimmer,ADV,,,,,,,,Cmp,,,,,
treppe,1,Treppe,PROPN,Sing,Nom,Fem,,,,,,,,,,
rauf,1,Rauf,ADV,,,,,,,,Cmp,,,,,
fleisch,1,fleisch,ADV,,,,,,,,Pos,,,,,
kontrolliert,1,kontrollieren,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
vorschriften,1,vorschrifen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
plastikvisiere,1,Plastikvisier,NOUN,Plur,Nom,Neut,,,,,,,,,,
unraffinierte,1,unraffiniern,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
durchschnitt,1,durchschnitt,NOUN,Sing,Nom,Masc,,,,,,,,,,
statistiken,1,Statistik,NOUN,Plur,Nom,Fem,,,,,,,,,,
quartal,1,Quartal,X,,,,,,,,,,Yes,,,
mittelwert,1,mittelwern,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
gesunken,1,sinken,VERB,,,,Part,,,,,,,,,
computer,1,Computer,NOUN,Sing,Nom,Masc,,,,,,,,,,
trampeltier,1,Trampeltier,PROPN,Sing,Nom,,,,,,,,,,,
stupsen,1,stupsen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
schreiben,1,schreiben,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
kosten,1,kosten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
verpasse,1,verpasse,NOUN,Plur,Nom,Masc,,,,,,,,,,
formulare,1,formular,NOUN,Plur,Nom,Neut,,,,,,,,,,
werte,1,Wert,NOUN,Plur,Nom,Masc,,,,,,,,,,
niedrig,1,niedrig,ADV,,,,,,,,Pos,,,,,
bestimmen,1,bestimmen,VERB,,,,Inf,,,,,,,,,
schadensersatz,1,Schadensersatz,NOUN,Sing,Nom,Masc,,,,,,,,,,
werbung,1,Werbung,NOUN,Sing,Nom,Fem,,,,,,,,,,
arbeitsplatz,1,Arbeitsplatz,NOUN,Sing,Nom,Masc,,,,,,,,,,
geschmolzen,1,geschmolzen,VERB,,,,Inf,,,,,,,,,
schreibst,1,schreibst,ADV,,,,,,,,,,,,,
gestupst,1,stupsen,VERB,,,,Part,,,,,,,,,
hals,1,Hals,NOUN,Sing,Nom,Masc,,,,,,,,,,
geld,1,Geld,NOUN,Sing,Nom,Neut,,,,,,,,,,
verletzt,1,verletzen,VERB,,,,Part,,,,,,,,,
mist,1,misen,AUX,Sing,,,Fin,3,Ind,Pres,,,,,,
double,1,double,ADV,,,,,,,,Pos,,,,,
top,1,top,X,,,,,,,,,,Yes,,,
mister,1,Mister,NOUN,Plur,Nom,Masc,,,,,,,,,,
stehst,1,stehst,ADV,,,,,,,,Pos,,,,,
wurflinie,1,Wurflinie,PROPN,Sing,Nom,Fem,,,,,,,,,,
rotschopf,1,Rotschopf,NOUN,Sing,Nom,Neut,,,,,,,,,,
abzulenken,1,ablenken,VERB,,,,Inf,,,,,,,,,
positiv,1,positiv,ADV,,,,,,,,Pos,,,,,
eile,1,Eile,NOUN,Sing,Nom,Fem,,,,,,,,,,
vorhast,1,vorhast,ADV,,,,,,,,Pos,,,,,
gezeitenwelle,1,gezeitenwelle,NOUN,Plur,Nom,Masc,,,,,,,,,,
bauch,1,Bauch,NOUN,Sing,Nom,Masc,,,,,,,,,,
gyrator,1,Gyrator,NOUN,Sing,Nom,Masc,,,,,,,,,,
zielverfolgung,1,Zielverfolgung,NOUN,Sing,Nom,Fem,,,,,,,,,,
positionen,1,Position,NOUN,Plur,Nom,Fem,,,,,,,,,,
bilderbuchlandung,1,Bilderbuchlandung,NOUN,Sing,Nom,Fem,,,,,,,,,,
siehe,1,sehen,VERB,Sing,,,,2,Imp,,,,,,,
unterhalb,1,unterhalb,ADP,,,,,,,,,,,,,
experte,1,Experte,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
risse,1,risse,NOUN,Plur,Nom,Masc,,,,,,,,,,
riesige,1,riesig,ADJ,Plur,Nom,Masc,,,,,Pos,,,,,
gammapartikel,1,Gammapartikel,NOUN,Sing,Nom,Masc,,,,,,,,,,
ausgesendet,1,ausgesenden,VERB,,,,Part,,,,,,,,,
magnetischen,1,magnetischen,VERB,,,,Inf,,,,,,,,,
versorgungsleitung,1,Versorgungsleitung,NOUN,Sing,Nom,Fem,,,,,,,,,,
keramische,1,keramische,NOUN,Plur,Nom,,,,,,,,,,,
innenmauskleidung,1,Innenmauskleidung,NOUN,Sing,Nom,Fem,,,,,,,,,,
korrosives,1,korrosiv,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
totaler,1,Totaler,NOUN,Plur,Nom,Masc,,,,,,,,,,
fan,1,fan,X,,,,,,,,,,Yes,,,
befriedigen,1,befriedigen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
neugier,1,Neugier,NOUN,Sing,Nom,Fem,,,,,,,,,,
liebenden,1,liebend,VERB,,,,Inf,,,,,,,,,
frische,1,frisch,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
rennt,1,rennen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
geschirre,1,geschirre,NOUN,Sing,Nom,Fem,,,,,,,,,,
gefangene,1,gefangener,NOUN,Plur,Nom,,,,,,,,,,,
meditieren,1,meditieren,VERB,,,,Inf,,,,,,,,,
kategorie,1,Kategorie,NOUN,Sing,Nom,Fem,,,,,,,,,,
geblieben,1,bleiben,VERB,,,,Part,,,,,,,,,
ruhebewahren,1,ruhebewahren,VERB,,,,Inf,,,,,,,,,
identische,1,identisch,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
zwillinge,1,zwillingen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
grade,1,graden,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
industrieanlage,1,Industrieanlage,NOUN,Sing,Nom,Fem,,,,,,,,,,
morpoth,1,Morpoth,PROPN,Sing,Nom,,,,,,,,,,,
jetson,1,Jetson,PROPN,Sing,Nom,Masc,,,,,,,,,,
meteorologische,1,meteorologisch,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
abteilung,1,Abteilung,NOUN,Sing,Nom,Fem,,,,,,,,,,
solarwelle,1,Solarwell,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
scanne,1,scanne,PROPN,Sing,Nom,Neut,,,,,,,,,,
wanzen,1,wanzen,VERB,,,,Inf,,,,,,,,,
deswegen,1,deswegen,ADV,,,,,,,,,,,,,
unternehmen,1,Unternehmen,NOUN,Sing,Nom,Neut,,,,,,,,,,
sonnencreme,1,Sonnencrem,NOUN,Plur,Nom,Neut,,,,,,,,,,
verteilen,1,verteilen,VERB,,,,Inf,,,,,,,,,
schlechtesten,1,schlechtesen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
geheimnis,1,Geheimnis,NOUN,Sing,Nom,Neut,,,,,,,,,,
regierung,1,Regierung,NOUN,Sing,Nom,Fem,,,,,,,,,,
komplett,1,komplett,ADV,,,,,,,,Pos,,,,,
lernt,1,lernen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
reproduzieren,1,reproduzieren,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
brillant,1,brillant,ADV,,,,,,,,Pos,,,,,
messung,1,messung,NOUN,Sing,Nom,Fem,,,,,,,,,,
vorgenommen,1,vornehmen,VERB,,,,Part,,,,,,,,,
molekularstruktur,1,Molekularstruktur,NOUN,Sing,Nom,Fem,,,,,,,,,,
organismus,1,Organismus,NOUN,Sing,Nom,Masc,,,,,,,,,,
replizieren,1,replizieren,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
haaren,1,haaren,VERB,,,,Inf,,,,,,,,,
knuddeligen,1,knuddelig,NOUN,Plur,Nom,Masc,,,,,,,,,,
kleidung,1,Kleidung,NOUN,Sing,Nom,Fem,,,,,,,,,,
identisch,1,identisch,ADV,,,,,,,,Pos,,,,,
agiert,1,agieren,VERB,,,,Part,,,,,,,,,
gesteuert,1,steuern,VERB,,,,Part,,,,,,,,,
geschirren,1,Geschirre,VERB,,,,Inf,,,,,,,,,
liege,1,liegen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
hinten,1,hinten,ADV,,,,,,,,,,,,,
gabelstapler,1,gabelstapl,PRON,Sing,Nom,Masc,,,,,,Ind,,,,
bedienen,1,bedienen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
woche,1,Woche,NOUN,Sing,Nom,Fem,,,,,,,,,,
arbeiter,1,Arbeiter,NOUN,Plur,Nom,Masc,,,,,,,,,,
trennen,1,trennen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
airbags,1,airbag,ADV,,,,,,,,,,,,,
entladen,1,entlad,VERB,,,,Inf,,,,,,,,,
wachen,1,wachen,VERB,,,,Inf,,,,,,,,,
unheimlich,1,unheimlich,ADV,,,,,,,,Pos,,,,,
schluss,1,schluss,PROPN,Sing,Nom,Masc,,,,,,,,,,
drang,1,Drang,NOUN,Sing,Nom,Masc,,,,,,,,,,
faulen,1,faulen,VERB,,,,Inf,,,,,,,,,
engstirnig,1,engstirnig,ADV,,,,,,,,,,,,,
paaren,1,Paar,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
vorbeben,1,vorbeben,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
funk,1,funk,ADV,,,,,,,,Pos,,,,,
rauspumpen,1,rauspumpen,VERB,,,,Inf,,,,,,,,,
stopp,1,Stopp,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
beeindrucken,1,beeindrucken,VERB,,,,Inf,,,,,,,,,
kardio,1,Kardio,NOUN,Sing,Nom,Neut,,,,,,,,,,
atmung,1,Atmung,NOUN,Sing,Nom,Fem,,,,,,,,,,
motorische,1,motorisch,ADJ,Plur,Nom,Fem,,,,,Pos,,,,,
funktionen,1,Funktion,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
kirche,1,Kirche,NOUN,Sing,Nom,Fem,,,,,,,,,,
schmiere,1,Schmier,VERB,Sing,,,Fin,1,Ind,Pres,,,,,,
hingehen,1,hinegehen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
runterschaffen,1,runterschaffen,VERB,,,,Inf,,,,,,,,,
job,1,Job,PROPN,Sing,Nom,Masc,,,,,,,,,,
solarbetrieben,1,Solarbetriebe,VERB,,,,Part,,,,,,,,,
bessere,1,gut,ADJ,Sing,Nom,Fem,,,,,Cmp,,,,,
treffer,1,Treffer,NOUN,Plur,Nom,Neut,,,,,,,,,,
tonnen,1,Tonne,NOUN,Plur,Nom,Fem,,,,,,,,,,
auszupumpen,1,Auszupumpe,VERB,,,,Inf,,,,,,,,,
turnus,1,Turnus,NOUN,Sing,Nom,Masc,,,,,,,,,,
begehen,1,begehen,VERB,,,,Inf,,,,,,,,,
kreuzung,1,Kreuzung,NOUN,Sing,Nom,Fem,,,,,,,,,,
furchtbarer,1,furchtbar,NOUN,Plur,Nom,Masc,,,,,,,,,,
fortschreiten,1,fortschreiten,VERB,Plur,,,Fin,3,Sub,Past,,,,,,
sturms,1,Sturm,ADV,,,,,,,,,,,,,
rechts,1,rechts,ADV,,,,,,,,,,,,,
magnetfeld,1,Magnetfeld,PROPN,Sing,Nom,Neut,,,,,,,,,,
spannungsspitzen,1,spannungsspitzen,VERB,,,,Inf,,,,,,,,,
hahn,1,Hahn,NOUN,Sing,Nom,Masc,,,,,,,,,,
versorgt,1,versorgen,VERB,,,,Part,,,,,,,,,
solarenergie,1,Solarenergie,NOUN,Sing,Nom,Fem,,,,,,,,,,
kaboom,1,Kaboom,NOUN,Sing,Nom,Masc,,,,,,,,,,
losbricht,1,Losbricht,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
mangels,1,mangels,ADP,,,,,,,,,,,,,
